Census Year,Subject population,Age group of parent,Sex of parent,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Dunedin,Dunedin City,Count,147,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Dunedin,Dunedin City,Count,63,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Dunedin,Dunedin City,Count,81,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Dunedin,Dunedin City,Percentage,4.6401515151515,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Dunedin,Dunedin City,Percentage,11.3513513513514,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Dunedin,Dunedin City,Percentage,3.0998851894374,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Dunedin,Dunedin City,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Dunedin,Dunedin City,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Dunedin,Dunedin City,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Dunedin,Dunedin City,Percentage,0.7575757575758,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Dunedin,Dunedin City,Percentage,1.0810810810811,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Dunedin,Dunedin City,Percentage,0.6888633754305,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Dunedin,Dunedin City,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Dunedin,Dunedin City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Dunedin,Dunedin City,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Dunedin,Dunedin City,Percentage,0.094696969697,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Dunedin,Dunedin City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Dunedin,Dunedin City,Percentage,0.2296211251435,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Dunedin,Dunedin City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Dunedin,Dunedin City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Dunedin,Dunedin City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Dunedin,Dunedin City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Dunedin,Dunedin City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Dunedin,Dunedin City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Clutha,Clutha District,Count,390,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Clutha,Clutha District,Count,81,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Clutha,Clutha District,Count,309,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Clutha,Clutha District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Clutha,Clutha District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Clutha,Clutha District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Clutha,Clutha District,Count,27,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Clutha,Clutha District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Clutha,Clutha District,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Clutha,Clutha District,Percentage,6.9230769230769,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Clutha,Clutha District,Percentage,3.7037037037037,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Clutha,Clutha District,Percentage,7.7669902912621,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Clutha,Clutha District,Count,99,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Clutha,Clutha District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Clutha,Clutha District,Count,87,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Clutha,Clutha District,Percentage,25.3846153846154,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Clutha,Clutha District,Percentage,14.8148148148148,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Clutha,Clutha District,Percentage,28.1553398058252,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Clutha,Clutha District,Count,132,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Clutha,Clutha District,Count,27,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Clutha,Clutha District,Count,105,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Clutha,Clutha District,Percentage,33.8461538461538,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Clutha,Clutha District,Percentage,33.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Clutha,Clutha District,Percentage,33.9805825242718,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Clutha,Clutha District,Count,114,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Clutha,Clutha District,Count,33,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Clutha,Clutha District,Count,84,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Clutha,Clutha District,Percentage,29.2307692307692,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Clutha,Clutha District,Percentage,40.7407407407407,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Clutha,Clutha District,Percentage,27.1844660194175,percentage,% of sole parent families,
